Species,Genus,Subfamily,Family,Order,Class,Phylum,Kingdom,FAO,Status
Amphinema platyhedos,Amphinema,NA,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Amphinema turrida,Amphinema,NA,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Amphiodia occidentalis,Amphiodia,NA,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphiodia periercta,Amphiodia,NA,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphiodia urtica,Amphiodia,NA,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphiophiura pacifica,Amphiophiura,NA,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphiophiura ponderosa,Amphiophiura,NA,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphiophiura superba,Amphiophiura,NA,Ophiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphioplus euryaspis,Amphioplus,NA,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphioplus macraspis,Amphioplus,NA,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphioplus strongyloplax,Amphioplus,NA,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphipholis pugetana,Amphipholis,NA,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphipholis squamata,Amphipholis,NA,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphiporus angulatus,Amphiporus,NA,Amphiporidae,Monostilifera,Hoplonemertea,NA,NA,"Pacific, Northeast",native
Amphiporus antifuscus,Amphiporus,NA,Amphiporidae,Monostilifera,Hoplonemertea,NA,NA,"Pacific, Northeast",native
Amphiporus bimaculatus,Amphiporus,NA,Amphiporidae,Monostilifera,Hoplonemertea,NA,NA,"Pacific, Northeast",native
Amphiporus californicus,Amphiporus,NA,Amphiporidae,Monostilifera,Hoplonemertea,NA,NA,"Pacific, Northeast",native
Amphiporus cervicalis,Amphiporus,NA,Amphiporidae,Monostilifera,Hoplonemertea,NA,NA,"Pacific, Northeast",native
Amphiporus exilis,Amphiporus,NA,Amphiporidae,Monostilifera,Hoplonemertea,NA,NA,"Pacific, Northeast",native
Amphiporus formidabilis,Amphiporus,NA,Amphiporidae,Monostilifera,Hoplonemertea,NA,NA,"Pacific, Northeast",native
Amphiporus imparispinosus,Amphiporus,NA,Amphiporidae,Monostilifera,Hoplonemertea,NA,NA,"Pacific, Northeast",native
Amphiporus leuciodus,Amphiporus,NA,Amphiporidae,Monostilifera,Hoplonemertea,NA,NA,"Pacific, Northeast",native
Amphiporus nebulosus,Amphiporus,NA,Amphiporidae,Monostilifera,Hoplonemertea,NA,NA,"Pacific, Northeast",native
Amphisbetia erecta,Amphisbetia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Amphisbetia furcata,Amphisbetia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Amphisbetia kurilae,Amphisbetia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Amphisbetia operculata,Amphisbetia,NA,Sertulariidae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Amphissa bicolor,Amphissa,NA,Columbellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Amphissa columbiana,Amphissa,NA,Columbellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Amphissa reticulata,Amphissa,NA,Columbellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Amphissa versicolor,Amphissa,NA,Columbellidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Amphitrite cirrata,Amphitrite,NA,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Amphiura arcystata,Amphiura,NA,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphiura carchara,Amphiura,NA,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Amphiura diomedeae,Amphiura,NA,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Ampithoe lacertosa,Ampithoe,NA,Ampithoidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Amplisiphonia pacifica,Amplisiphonia,NA,Rhodomelaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,"Pacific, Northeast",native
Amygdalum politum,Amygdalum,Modiolinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Amygdalum sagittatum,Amygdalum,Modiolinae,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Anadara multicostata,Anadara,NA,Arcidae,Arcoida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Anadara tuberculosa,Anadara,NA,Arcidae,Arcoida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",questionable
Analipus japonicus,Analipus,NA,Scytosiphonaceae,Scytosiphonales,Phaeophyceae,Ochrophyta,Chromista,"Pacific, Northeast",native
Anchicolurus occidentalis,Anchicolurus,NA,Diastylidae,Cumacea,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Ancistrocheirus lesueurii,Ancistrocheirus,NA,Ancistrocheiridae,Teuthida,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Ancula gibbosa,Ancula,NA,Goniodorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Ancula lentiginosa,Ancula,NA,Goniodorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Ancula pacifica,Ancula,NA,Goniodorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Ancylocirrus ornatus,Ancylocirrus,NA,Isodiametridae,Acoela,Turbellaria,Platyhelminthes,Animalia,"Pacific, Northeast",native
Anemonactis mazeli,Anemonactis,NA,Haloclavidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Anidolyta spongotheras,Anidolyta,NA,Tylodinidae,Notaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Anisodoris lentiginosa,Anisodoris,NA,Discodorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Anisodoris nobilis,Anisodoris,NA,Discodorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Anisogammarus pugettensis,Anisogammarus,NA,Anisogammaridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Anisorchis opisthorchis,Anisorchis,NA,Fellodistomatidae,Strigeata,Trematoda,Platyhelminthes,Animalia,"Pacific, Northeast",native
Annatiara affinis,Annatiara,NA,Pandeidae,Anthoathecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Annuloplatidia horni,Annuloplatidia,NA,Platidiidae,Terebratulida,Articulata,Brachiopoda,Animalia,"Pacific, Northeast",native
Anobothrus gracilis,Anobothrus,NA,Ampharetidae,Terebellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Anonyx ampulloides,Anonyx,NA,Uristidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Anonyx laticoxae,Anonyx,NA,Uristidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Anoplodactylus batangensis,Anoplodactylus,NA,Phoxichilidiidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Anoplodactylus compactus,Anoplodactylus,NA,Phoxichilidiidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Anoplodactylus erectus,Anoplodactylus,NA,Phoxichilidiidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Anoplodactylus nodosus,Anoplodactylus,NA,Phoxichilidiidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Anoplodactylus pacificus,Anoplodactylus,NA,Phoxichilidiidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Anoplodactylus pycnosoma,Anoplodactylus,NA,Phoxichilidiidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Anoplodactylus typhlops,Anoplodactylus,NA,Phoxichilidiidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Anoplodactylus viridintestinalis,Anoplodactylus,NA,Phoxichilidiidae,Pantopoda,Pycnogonida,Arthropoda,Animalia,"Pacific, Northeast",native
Antalis berryi,Antalis,NA,Dentaliidae,Dentaliida,Scaphopoda,Mollusca,Animalia,"Pacific, Northeast",native
Antalis pretiosa,Antalis,NA,Dentaliidae,Dentaliida,Scaphopoda,Mollusca,Animalia,"Pacific, Northeast",native
Antennella avalonia,Antennella,NA,Halopterididae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Antennella secundaria,Antennella,NA,Halopterididae,Leptothecata,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Antho graceae,Antho,NA,Microcionidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Antho illgi,Antho,NA,Microcionidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Antho karykina,Antho,NA,Microcionidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Antho lambei,Antho,NA,Microcionidae,Poecilosclerida,Demospongiae,Porifera,Animalia,"Pacific, Northeast",native
Anthopleura artemisia,Anthopleura,NA,Actiniidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Anthopleura elegantissima,Anthopleura,NA,Actiniidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Anthopleura sola,Anthopleura,NA,Actiniidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Anthopleura xanthogrammica,Anthopleura,NA,Actiniidae,Actiniaria,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Anthoptilum grandiflorum,Anthoptilum,NA,Anthoptilidae,Pennatulacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Anthothela pacifica,Anthothela,NA,Anthothelidae,Alcyonacea,Anthozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Antrechinus drygalskii,Antrechinus,NA,Urechinidae,Spatangoida,Echinoidea,Echinodermata,Animalia,"Pacific, Northeast",native
Aoroides columbiae,Aoroides,NA,Aoridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Aoroides exilis,Aoroides,NA,Aoridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Aoroides inermis,Aoroides,NA,Aoridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Aoroides intermedius,Aoroides,NA,Aoridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Aoroides spinosus,Aoroides,NA,Aoridae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Aphelochaeta marioni,Aphelochaeta,NA,Cirratulidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aphelochaeta monilaris,Aphelochaeta,NA,Cirratulidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aphelochaeta multifilis,Aphelochaeta,NA,Cirratulidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aphelochaeta secunda,Aphelochaeta,NA,Cirratulidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aphotopontius forcipatus,Aphotopontius,NA,Dirivultidae,Siphonostomatoida,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Aphrocallistes beatrix,Aphrocallistes,NA,Aphrocallistidae,Hexactinosida,Hexactinellida,Porifera,Animalia,"Pacific, Northeast",native
Aphrocallistes vastus,Aphrocallistes,NA,Aphrocallistidae,Hexactinosida,Hexactinellida,Porifera,Animalia,"Pacific, Northeast",native
Aphrodita japonica,Aphrodita,NA,Aphroditidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aphrodita negligens,Aphrodita,NA,Aphroditidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aphrodita parva,Aphrodita,NA,Aphroditidae,Aciculata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Apistobranchus ornatus,Apistobranchus,NA,Apistobranchidae,Canalipalpata,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aplidiopsis pannosum,Aplidiopsis,NA,Polyclinidae,Enterogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Aplidium arenatum,Aplidium,NA,Polyclinidae,Enterogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Aplidium californicum,Aplidium,NA,Polyclinidae,Enterogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Aplidium coei,Aplidium,NA,Polyclinidae,Enterogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Aplidium solidum,Aplidium,NA,Polyclinidae,Enterogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Aplidium spauldingi,Aplidium,NA,Polyclinidae,Enterogona,Ascidiacea,Chordata,Animalia,"Pacific, Northeast",native
Aplysia californica,Aplysia,Dolabriferinae,Aplysiidae,Anaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Aplysia reticulopoda,Aplysia,Dolabriferinae,Aplysiidae,Anaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Aplysia vaccaria,Aplysia,Dolabriferinae,Aplysiidae,Anaspidea,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Aplysiopsis enteromorphae,Aplysiopsis,NA,Stiligeridae,Sacoglossa,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Apolemia uvaria,Apolemia,NA,Apolemidae,Siphonophorae,Hydrozoa,Cnidaria,Animalia,"Pacific, Northeast",native
Apomatus geniculata,Apomatus,NA,Serpulidae,Sabellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Apomatus timsii,Apomatus,NA,Serpulidae,Sabellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aporocidaris milleri,Aporocidaris,NA,Ctenocidaridae,Cidaroida,Echinoidea,Echinodermata,Animalia,"Pacific, Northeast",native
Apostichopus californicus,Apostichopus,NA,Stichopodidae,Aspidochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Apostichopus leukothele,Apostichopus,NA,Stichopodidae,Aspidochirotida,Holothuroidea,Echinodermata,Animalia,"Pacific, Northeast",native
Archidoris montereyensis,Archidoris,NA,Archidorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Archidoris odhneri,Archidoris,NA,Archidorididae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Architeuthis japonica,Architeuthis,NA,Architeuthidae,Teuthida,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Arcopsis solida,Arcopsis,NA,Noetiidae,Arcoida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Arcteobia spinelytris,Arcteobia,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Arctocephalus townsendi,Arctocephalus,NA,Otariidae,Carnivora,Mammalia,Chordata,Animalia,"Pacific, Northeast",native
Arctomelon stearnsii,Arctomelon,NA,Volutidae,Neogastropoda,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Arctonoe fragilis,Arctonoe,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Arctonoe pulchra,Arctonoe,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Arctonoe vittata,Arctonoe,NA,Polynoidae,Phyllodocida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Arcuatula senhousia,Arcuatula,NA,Mytilidae,Mytilida,Bivalvia,Mollusca,Animalia,"Pacific, Northeast",native
Ardea herodias,Ardea,NA,Ardeidae,Ciconiiformes,Aves,Chordata,Animalia,"Pacific, Northeast",native
Argis alaskensis,Argis,NA,Crangonidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Argis crassa,Argis,NA,Crangonidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Argis dentata,Argis,NA,Crangonidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Argis lar,Argis,NA,Crangonidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Argis levior,Argis,NA,Crangonidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Argis ovifer,Argis,NA,Crangonidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Argonauta argo,Argonauta,NA,Argonautidae,Octopoda,Cephalopoda,Mollusca,Animalia,"Pacific, Northeast",native
Argulus borealis,Argulus,NA,Argillite,Arguloida,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Argulus pugettensis,Argulus,NA,Argillite,Arguloida,Maxillopoda,Arthropoda,Animalia,"Pacific, Northeast",native
Arhynchite californicus,Arhynchite,NA,Echiuridae,Not assigned,Not assigned,NA,NA,"Pacific, Northeast",native
Arhynchite pugettensis,Arhynchite,NA,Echiuridae,Not assigned,Not assigned,NA,NA,"Pacific, Northeast",native
Ariadnaria borealis,Ariadnaria,NA,Capulidae,Littorinimorpha,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Aricidea lopezi,Aricidea,NA,Paraonidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aricidea minuta,Aricidea,NA,Paraonidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aricidea neosuecica,Aricidea,NA,Paraonidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aricidea pacifica,Aricidea,NA,Paraonidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aricidea pseudoarticulata,Aricidea,NA,Paraonidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aricidea quadrilobata,Aricidea,NA,Paraonidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aricidea simplex,Aricidea,NA,Paraonidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aricidea suecica,Aricidea,NA,Paraonidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aricidea uschakowi,Aricidea,NA,Paraonidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Aristaeopsis edwardsiana,Aristaeopsis,NA,Aristeidae,Decapoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Aristias pacificus,Aristias,NA,Aristiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,"Pacific, Northeast",native
Armandia brevis,Armandia,NA,Opheliidae,Not assigned,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
Armina californica,Armina,NA,Arminidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Armina cordellensis,Armina,NA,Arminidae,Nudibranchia,Gastropoda,Mollusca,Animalia,"Pacific, Northeast",native
Artacama coniferi,Artacama,NA,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,"Pacific, Northeast",native
