species_verbatim,query,domain,kingdom,phylum,class,subclass,order,family,genus,species,ottid_species,rank
Microphysogobio fukiensis,Microphysogobio fukiensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio fukiensis,767343,NA
Microphysogobio jeoni,Microphysogobio jeoni,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio jeoni,665616,NA
Microphysogobio kachekensis,Microphysogobio kachekensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio kachekensis,3626273,NA
Microphysogobio kiatingensis,Microphysogobio kiatingensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio kiatingensis,3626270,NA
Microphysogobio koreensis,Microphysogobio koreensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio koreensis,968083,NA
Microphysogobio liaohensis,Microphysogobio liaohensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio liaohensis,7066724,NA
Microphysogobio longidorsalis,Microphysogobio longidorsalis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio longidorsalis,1089008,NA
Microphysogobio nudiventris,Microphysogobio nudiventris,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio nudiventris,6142149,NA
Microphysogobio rapidus,Microphysogobio rapidus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio rapidus,39060,NA
Microphysogobio tafangensis,Microphysogobio tafangensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio tafangensis,3626266,NA
Microphysogobio tungtingensis,Microphysogobio tungtingensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio tungtingensis,767356,NA
Microphysogobio xianyouensis,Microphysogobio xianyouensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio xianyouensis,6142150,NA
Microphysogobio yaluensis,Microphysogobio yaluensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio yaluensis,238920,NA
Microphysogobio yunnanensis,Microphysogobio yunnanensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio yunnanensis,3626262,NA
Microphysogobio zhangi,Microphysogobio zhangi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microphysogobio,Microphysogobio zhangi,7066732,NA
Microplecostomus forestii,Microplecostomus forestii,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Loricariidae,Microplecostomus,Microplecostomus forestii,6141777,NA
Micropoecilia bifurca,Micropoecilia bifurca,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Poeciliidae,Micropoecilia,Micropoecilia bifurca,41131,NA
Micropoecilia branneri,Micropoecilia branneri,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Poeciliidae,Micropoecilia,Micropoecilia branneri,299065,NA
Micropoecilia picta,Micropoecilia picta,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Poeciliidae,Micropoecilia,Micropoecilia picta,149167,NA
Micropogonias altipinnis,Micropogonias altipinnis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Sciaenidae,Micropogonias,Micropogonias altipinnis,3634352,NA
Micropogonias ectenes,Micropogonias ectenes,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Sciaenidae,Micropogonias,Micropogonias ectenes,3634353,NA
Micropogonias furnieri,Micropogonias furnieri,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Sciaenidae,Micropogonias,Micropogonias furnieri,742890,NA
Micropogonias megalops,Micropogonias megalops,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Sciaenidae,Micropogonias,Micropogonias megalops,3634356,NA
Micropogonias undulatus,Micropogonias undulatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Sciaenidae,Micropogonias,Micropogonias undulatus,987393,NA
Micropterus cahabae,Micropterus cahabae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus cahabae,4136943,NA
Micropterus cataractae,Micropterus cataractae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus cataractae,535339,NA
Micropterus chattahoochae,Micropterus chattahoochae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus chattahoochae,4136946,NA
Micropterus coosae,Micropterus coosae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus coosae,521414,NA
Micropterus dolomieu x Micropterus salmoides,Micropterus dolomieu x Micropterus salmoides,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus dolomieu x Micropterus salmoides,7061456,NA
Micropterus dolomieu,Micropterus dolomieu,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus dolomieu,235372,NA
Micropterus floridanus,Micropterus floridanus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus floridanus,535343,NA
Micropterus henshalli,Micropterus henshalli,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus henshalli,579995,NA
Micropterus notius,Micropterus notius,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus notius,274637,NA
Micropterus punctulatus,Micropterus punctulatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus punctulatus,521417,NA
Micropterus salmoides,Micropterus salmoides,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus salmoides,230493,NA
Micropterus tallapoosae,Micropterus tallapoosae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus tallapoosae,4136947,NA
Micropterus treculii,Micropterus treculii,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus treculii,274640,NA
Micropterus warriorensis,Micropterus warriorensis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Centrarchidae,Micropterus,Micropterus warriorensis,4136948,NA
Microrasbora erythromicron,Microrasbora erythromicron,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microrasbora,Microrasbora erythromicron,744612,NA
Microrasbora rubescens,Microrasbora rubescens,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Microrasbora,Microrasbora rubescens,953568,NA
Microschemobrycon casiquiare,Microschemobrycon casiquiare,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Microschemobrycon,Microschemobrycon casiquiare,679936,NA
Microschemobrycon melanotus,Microschemobrycon melanotus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Microschemobrycon,Microschemobrycon melanotus,3625567,NA
Microspathodon chrysurus,Microspathodon chrysurus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Pomacentridae,Microspathodon,Microspathodon chrysurus,847660,NA
Microspathodon dorsalis,Microspathodon dorsalis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Pomacentridae,Microspathodon,Microspathodon dorsalis,205758,NA
Microsternarchus bilineatus,Microsternarchus bilineatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Gymnotiformes,Hypopomidae,Microsternarchus,Microsternarchus bilineatus,164257,NA
Microstoma australis,Microstoma australis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Argentiniformes,Microstomatidae,Microstoma,Microstoma australis,5819744,NA
Microstoma microstoma,Microstoma microstoma,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Argentiniformes,Microstomatidae,Microstoma,Microstoma microstoma,808349,NA
Microstomatichthyoborus bashforddeani,Microstomatichthyoborus bashforddeani,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,NA,Microstomatichthyoborus,Microstomatichthyoborus bashforddeani,3625934,NA
Microstomus achne,Microstomus achne,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Pleuronectidae,Microstomus,Microstomus achne,167005,NA
Microstomus kitt,Microstomus kitt,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Pleuronectidae,Microstomus,Microstomus kitt,888005,NA
Microstomus pacificus,Microstomus pacificus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Pleuronectidae,Microstomus,Microstomus pacificus,167025,NA
Microstomus shuntovi,Microstomus shuntovi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Pleuronectidae,Microstomus,Microstomus shuntovi,3640248,NA
Microsynodontis batesii,Microsynodontis batesii,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Mochokidae,Microsynodontis,Microsynodontis batesii,1001875,NA
Microthrissa congica,Microthrissa congica,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Clupeidae,Microthrissa,Microthrissa congica,36977,NA
Microthrissa royauxi,Microthrissa royauxi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Clupeiformes,Clupeidae,Microthrissa,Microthrissa royauxi,36983,NA
Miichthys miiuy,Miichthys miiuy,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Sciaenidae,Miichthys,Miichthys miiuy,1066036,NA
Mikrogeophagus altispinosus,Mikrogeophagus altispinosus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Cichlidae,Mikrogeophagus,Mikrogeophagus altispinosus,795499,NA
Mikrogeophagus ramirezi,Mikrogeophagus ramirezi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Cichlidae,Mikrogeophagus,Mikrogeophagus ramirezi,316392,NA
Millerichthys robustus,Millerichthys robustus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Millerichthys,Millerichthys robustus,3641694,NA
Millerigobius macrocephalus,Millerigobius macrocephalus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Gobiidae,Millerigobius,Millerigobius macrocephalus,614390,NA
Milyeringa justitia,Milyeringa justitia,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Milyeringidae,Milyeringa,Milyeringa justitia,4948944,NA
Milyeringa veritas,Milyeringa veritas,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Milyeringidae,Milyeringa,Milyeringa veritas,464498,NA
Mimagoniates barberi,Mimagoniates barberi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Mimagoniates,Mimagoniates barberi,3624917,NA
Mimagoniates inequalis,Mimagoniates inequalis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Mimagoniates,Mimagoniates inequalis,328346,NA
Mimagoniates lateralis,Mimagoniates lateralis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Mimagoniates,Mimagoniates lateralis,1012142,NA
Mimagoniates microlepis,Mimagoniates microlepis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Mimagoniates,Mimagoniates microlepis,328348,NA
Mimagoniates rheocharis,Mimagoniates rheocharis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Mimagoniates,Mimagoniates rheocharis,328359,NA
Mimagoniates sylvicola,Mimagoniates sylvicola,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Mimagoniates,Mimagoniates sylvicola,3624919,NA
Mimoblennius atrocinctus,Mimoblennius atrocinctus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Blenniidae,Mimoblennius,Mimoblennius atrocinctus,3639611,NA
Minimugil cascasia,Minimugil cascasia,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Mugilidae,Minimugil,Minimugil cascasia,344812,NA
Minous coccineus,Minous coccineus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Synanceiidae,Minous,Minous coccineus,3632573,NA
Minous inermis,Minous inermis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Synanceiidae,Minous,Minous inermis,318770,NA
Minous monodactylus,Minous monodactylus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Synanceiidae,Minous,Minous monodactylus,464670,NA
Minous pictus,Minous pictus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Synanceiidae,Minous,Minous pictus,3632568,NA
Minous pusillus,Minous pusillus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Synanceiidae,Minous,Minous pusillus,3632567,NA
Minous quincarinatus,Minous quincarinatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Synanceiidae,Minous,Minous quincarinatus,3632565,NA
Minous trachycephalus,Minous trachycephalus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Synanceiidae,Minous,Minous trachycephalus,3632574,NA
Minous versicolor,Minous versicolor,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Synanceiidae,Minous,Minous versicolor,3632572,NA
Mirogrex terraesanctae,Mirogrex terraesanctae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cyprinidae,Mirogrex,Mirogrex terraesanctae,650768,NA
Mirorictus taningi,Mirorictus taningi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Alepocephaliformes,Platytroctidae,Mirorictus,Mirorictus taningi,170507,NA
Misgurnus anguillicaudatus x Misgurnus bipartitus,Misgurnus anguillicaudatus x Misgurnus bipartitus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cobitidae,Misgurnus,Misgurnus anguillicaudatus x Misgurnus bipartitus,7066253,NA
Misgurnus anguillicaudatus x Paramisgurnus dabryanus,Misgurnus anguillicaudatus x Paramisgurnus dabryanus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cobitidae,NA,Misgurnus anguillicaudatus x Paramisgurnus dabryanus,5845815,NA
Misgurnus anguillicaudatus,Misgurnus anguillicaudatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cobitidae,Misgurnus,Misgurnus anguillicaudatus,312382,NA
Misgurnus bipartitus,Misgurnus bipartitus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cobitidae,Misgurnus,Misgurnus bipartitus,31630,NA
Misgurnus fossilis,Misgurnus fossilis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cobitidae,Misgurnus,Misgurnus fossilis,178208,NA
Misgurnus mizolepis,Misgurnus mizolepis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cobitidae,Misgurnus,Misgurnus mizolepis,981672,NA
Misgurnus mohoity,Misgurnus mohoity,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cobitidae,Misgurnus,Misgurnus mohoity,153726,NA
Misgurnus nikolskyi,Misgurnus nikolskyi,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Cypriniformes,Cobitidae,Misgurnus,Misgurnus nikolskyi,155534,NA
Mitotichthys semistriatus,Mitotichthys semistriatus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,Syngnathidae,Mitotichthys,Mitotichthys semistriatus,3642316,NA
Mitsukurina owstoni,Mitsukurina owstoni,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Lamniformes,Mitsukurinidae,Mitsukurina,Mitsukurina owstoni,73664,NA
Miuroglanis platycephalus,Miuroglanis platycephalus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Trichomycteridae,Miuroglanis,Miuroglanis platycephalus,3622325,NA
Mobula alfredi x Mobula birostris,Mobula alfredi x Mobula birostris,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula alfredi x Mobula birostris,5512336,NA
Mobula alfredi,Mobula alfredi,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula alfredi,323618,NA
Mobula birostris,Mobula birostris,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula birostris,920351,NA
Mobula eregoodootenkee,Mobula eregoodootenkee,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula eregoodootenkee,3594763,NA
Mobula formosana,Mobula formosana,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula formosana,920349,NA
Mobula hypostoma,Mobula hypostoma,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula hypostoma,476719,NA
Mobula japanica,Mobula japanica,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula japanica,180418,NA
Mobula kuhlii,Mobula kuhlii,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula kuhlii,71599,NA
Mobula mobular,Mobula mobular,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula mobular,3594762,NA
Mobula munkiana,Mobula munkiana,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula munkiana,498773,NA
Mobula rochebrunei,Mobula rochebrunei,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula rochebrunei,3594764,NA
Mobula tarapacana,Mobula tarapacana,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula tarapacana,180423,NA
Mobula thurstoni,Mobula thurstoni,Eukaryota,Metazoa,Chordata,Chondrichthyes,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,Mobula thurstoni,674430,NA
Mochokiella paynei,Mochokiella paynei,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Mochokidae,Mochokiella,Mochokiella paynei,3623272,NA
Mochokus niloticus,Mochokus niloticus,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Siluriformes,Mochokidae,Mochokus,Mochokus niloticus,3623277,NA
Moema hellneri,Moema hellneri,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Moema,Moema hellneri,3641475,NA
Moema piriana,Moema piriana,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Moema,Moema piriana,508449,NA
Moema staecki,Moema staecki,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Acanthomorphata,NA,Moema,Moema staecki,508450,NA
Moenkhausia agnesae,Moenkhausia agnesae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia agnesae,3625268,NA
Moenkhausia aurantia,Moenkhausia aurantia,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia aurantia,3625279,NA
NA,Moenkhausia australe,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia australe,126477,NA
Moenkhausia bipunctiaubicaudalis,Moenkhausia bipunctiaubicaudalis,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia bipunctiaubicaudalis,5557348,NA
Moenkhausia bonita,Moenkhausia bonita,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia bonita,3625250,NA
Moenkhausia celibela,Moenkhausia celibela,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia celibela,3625298,NA
Moenkhausia ceros,Moenkhausia ceros,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia ceros,3625304,NA
Moenkhausia collettii,Moenkhausia collettii,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia collettii,3625247,NA
Moenkhausia comma,Moenkhausia comma,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia comma,433916,NA
Moenkhausia copei,Moenkhausia copei,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia copei,3625244,NA
Moenkhausia cosmops,Moenkhausia cosmops,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia cosmops,3625270,NA
Moenkhausia costae,Moenkhausia costae,Eukaryota,Metazoa,Chordata,Actinopteri,Neopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia costae,994072,NA
