"","rank","found_taxa","ncbi_sp","genus","family","order","class","worms_match","worms_sciname","worms_aphiaid","original_aphiaid","status","unacceptreason","freshwater_only","hybrid"
"4408","species","Gargariscus prionocephalus","Gargariscus prionocephalus","Gargariscus","Peristediidae","Perciformes","Teleostei","Gargariscus prionocephalus","Gargariscus prionocephalus",280815,280815,"accepted",NA,0,NA
"4409","species","Ostorhinchus selas","Ostorhinchus selas","Ostorhinchus","Apogonidae","Kurtiformes","Teleostei","Ostorhinchus selas","Ostorhinchus selas",712688,712688,"accepted",NA,0,NA
"4410","species","Benthocometes australiensis","Benthocometes australiensis","Benthocometes","Ophidiidae","Ophidiiformes","Teleostei","Benthocometes australiensis","Benthocometes australiensis",712477,712477,"accepted",NA,0,NA
"4411","species","Sternoptyx pseudodiaphana","Sternoptyx pseudodiaphana","Sternoptyx","Sternoptychidae","Stomiiformes","Teleostei","Sternoptyx pseudodiaphana","Sternoptyx pseudodiaphana",275005,275005,"accepted",NA,0,NA
"4412","species","Polyipnus asteroides","Polyipnus asteroides","Polyipnus","Sternoptychidae","Stomiiformes","Teleostei","Polyipnus asteroides","Polyipnus asteroides",158839,158839,"accepted",NA,0,NA
"4413","species","Ostorhinchus nigrocincta","Ostorhinchus nigrocincta","Ostorhinchus","Apogonidae","Kurtiformes","Teleostei","Ostorhinchus nigrocincta","Ostorhinchus nigrocincta",712678,712678,"accepted",NA,0,NA
"4414","species","Polyipnus polli","Polyipnus polli","Polyipnus","Sternoptychidae","Stomiiformes","Teleostei","Polyipnus polli","Polyipnus polli",127313,127313,"accepted",NA,0,NA
"4415","species","Nemichthys curvirostris","Nemichthys curvirostris","Nemichthys","Nemichthyidae","Anguilliformes","Teleostei","Nemichthys curvirostris","Nemichthys curvirostris",126305,126305,"accepted",NA,0,NA
"4416","species","Engyprosopon maldivense","Engyprosopon maldivense","Engyprosopon","Bothidae","Pleuronectiformes","Teleostei","Engyprosopon maldivense","Engyprosopon maldivense",1605266,1605266,"accepted",NA,0,NA
"4417","species","Tosarhombus octoculatus","Tosarhombus octoculatus","Tosarhombus","Bothidae","Pleuronectiformes","Teleostei","Tosarhombus octoculatus","Tosarhombus octoculatus",283017,283017,"accepted",NA,0,NA
"4418","species","Symphurus thermophilus","Symphurus thermophilus","Symphurus","Cynoglossidae","Pleuronectiformes","Teleostei","Symphurus thermophilus","Symphurus thermophilus",398703,398703,"accepted",NA,0,NA
"4419","species","Aspasma ubauo","Aspasma ubauo","Aspasma","Gobiesocidae","Gobiesociformes","Teleostei","Aspasma ubauo","Aspasma ubauo",1493199,1493199,"accepted",NA,0,NA
"4420","species","Telmatochromis temporalis","Telmatochromis temporalis","Telmatochromis","Cichlidae","Cichliformes","Teleostei","Telmatochromis temporalis","Telmatochromis temporalis",1014726,1014726,"accepted",NA,1,NA
"4421","species","Telmatochromis brachygnathus","Telmatochromis brachygnathus","Telmatochromis","Cichlidae","Cichliformes","Teleostei","Telmatochromis brachygnathus","Telmatochromis brachygnathus",1009579,1009579,"accepted",NA,1,NA
"4422","species","Telmatochromis dhonti","Telmatochromis dhonti","Telmatochromis","Cichlidae","Cichliformes","Teleostei","Telmatochromis dhonti","Telmatochromis dhonti",1016979,1016979,"accepted",NA,1,NA
"4423","species","Thunnus albacares","Thunnus albacares","Thunnus","Scombridae","Scombriformes","Teleostei","Thunnus albacares","Thunnus albacares",127027,127027,"accepted",NA,0,NA
"4424","species","Pao abei","Pao abei","Pao","Cyprinidae","Cypriniformes","Teleostei","Pao abei","Pao abei",1010554,1010554,"accepted",NA,1,NA
"4425","species","Pao suvattii","Pao suvattii","Pao","Cyprinidae","Cypriniformes","Teleostei","Pao suvattii","Pao suvattii",1011979,1011979,"accepted",NA,1,NA
"4426","species","Leiodon cutcutia","Leiodon cutcutia","Leiodon","Tetraodontidae","Tetraodontiformes","Teleostei","Leiodon cutcutia","Leiodon cutcutia",1022504,1022504,"accepted",NA,0,NA
"4427","species","Salvelinus leucomaenis","Salvelinus leucomaenis","Salvelinus","Salmonidae","Salmoniformes","Teleostei","Salvelinus leucomaenis","Salvelinus leucomaenis",293725,293725,"accepted",NA,0,NA
"4428","species","Chaetodon guentheri","Chaetodon guentheri","Chaetodon","Chaetodontidae","Acanthuriformes","Teleostei","Chaetodon guentheri","Chaetodon guentheri",273341,273341,"accepted",NA,0,NA
"4429","species","Cocotropus izuensis","Cocotropus izuensis","Cocotropus","Aploactinidae","Perciformes","Teleostei","Cocotropus izuensis","Cocotropus izuensis",474960,474960,"accepted",NA,0,NA
"4430","species","Stiphodon imperiorientis","Stiphodon imperiorientis","Stiphodon","Gobiidae","Gobiiformes","Teleostei","Stiphodon imperiorientis","Stiphodon imperiorientis",475034,475034,"accepted",NA,0,NA
"4431","species","Gymnapogon japonicus","Gymnapogon japonicus","Gymnapogon","Apogonidae","Kurtiformes","Teleostei","Gymnapogon japonicus","Gymnapogon japonicus",278710,278710,"accepted",NA,0,NA
"4432","species","Gymnapogon philippinus","Gymnapogon philippinus","Gymnapogon","Apogonidae","Kurtiformes","Teleostei","Gymnapogon philippinus","Gymnapogon philippinus",278712,278712,"accepted",NA,0,NA
"4433","species","Scombrops oculatus","Scombrops oculatus","Scombrops","Scombropidae","Acropomatiformes","Teleostei","Scombrops oculatus","Scombrops oculatus",278113,278113,"accepted",NA,0,NA
"4434","species","Amblyeleotris yanoi","Amblyeleotris yanoi","Amblyeleotris","Gobiidae","Gobiiformes","Teleostei","Amblyeleotris yanoi","Amblyeleotris yanoi",278985,278985,"accepted",NA,0,NA
"4435","species","Stemonosudis rothschildi","Stemonosudis rothschildi","Stemonosudis","Paralepididae","Aulopiformes","Teleostei","Stemonosudis rothschildi","Stemonosudis rothschildi",158751,158751,"accepted",NA,0,NA
"4436","species","Zesticelus ochotensis","Zesticelus ochotensis","Zesticelus","Cottidae","Perciformes","Teleostei","Zesticelus ochotensis","Zesticelus ochotensis",283217,283217,"accepted",NA,0,NA
"4437","species","Schistura bachmaensis","Schistura bachmaensis","Schistura","Nemacheilidae","Cypriniformes","Teleostei","Schistura bachmaensis","Schistura bachmaensis",1010006,1010006,"accepted",NA,1,NA
"4438","species","Laubuka fasciata","Laubuka fasciata","Laubuka","Cyprinidae","Cypriniformes","Teleostei","Laubuka fasciata","Laubuka fasciata",1013930,1013930,"accepted",NA,1,NA
"4439","species","Auchenoglanis occidentalis","Auchenoglanis occidentalis","Auchenoglanis","Claroteidae","Siluriformes","Teleostei","Auchenoglanis occidentalis","Auchenoglanis occidentalis",1015920,1015920,"accepted",NA,1,NA
"4440","species","Zebrias zebrinus","Zebrias zebrinus","Zebrias","Soleidae","Pleuronectiformes","Teleostei","Zebrias zebrinus","Zebrias zebrinus",277592,277592,"accepted",NA,0,NA
"4441","species","Anomalochromis thomasi","Anomalochromis thomasi","Anomalochromis","Cichlidae","Cichliformes","Teleostei","Anomalochromis thomasi","Anomalochromis thomasi",1017217,1017217,"accepted",NA,1,NA
"4442","species","Ophichthus gomesii","Ophichthus gomesii","Ophichthus","Ophichthidae","Anguilliformes","Teleostei","Ophichthus gomesii","Ophichthus gomesii",271955,271955,"accepted",NA,0,NA
"4443","species","Gymnothorax saxicola","Gymnothorax saxicola","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Gymnothorax saxicola","Gymnothorax saxicola",158585,158585,"accepted",NA,0,NA
"4444","species","Labracinus cyclophthalmus","Labracinus cyclophthalmus","Labracinus","Pseudochromidae","Ovalentaria incertae sedis","Teleostei","Labracinus cyclophthalmus","Labracinus cyclophthalmus",281242,281242,"accepted",NA,0,NA
"4445","species","Cypho zaps","Cypho zaps","Cypho","Pseudochromidae","Ovalentaria incertae sedis","Teleostei","Cypho zaps","Cypho zaps",388751,388751,"accepted",NA,0,NA
"4446","species","Trichiurus lepturus","Trichiurus lepturus","Trichiurus","Trichiuridae","Scombriformes","Teleostei","Trichiurus lepturus","Trichiurus lepturus",127089,127089,"accepted",NA,0,NA
"4447","genus","Ferdauia","Ferdauia ferdau","Ferdauia","Carangidae","Carangiformes","Teleostei","Ferdauia","Ferdauia",NA,NA,NA,NA,NA,NA
"4448","species","Barbatula barbatula","Barbatula oreas","Barbatula","Nemacheilidae","Cypriniformes","Teleostei","Barbatula oreas","Barbatula barbatula",1013379,1624056,"unaccepted","junior synonym",1,NA
"4449","species","Apocryptodon punctatus","Apocryptodon punctatus","Apocryptodon","Gobiidae","Gobiiformes","Teleostei","Apocryptodon punctatus","Apocryptodon punctatus",279663,279663,"accepted",NA,0,NA
"4450","species","Pleuronichthys cornutus","Pleuronichthys lighti","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Teleostei","Pleuronichthys lighti","Pleuronichthys cornutus",282291,315303,"unaccepted",NA,0,NA
"4451","species","Entomacrodus niuafoouensis","Entomacrodus niuafoouensis","Entomacrodus","Blenniidae","Blenniiformes","Teleostei","Entomacrodus niuafoouensis","Entomacrodus niuafoouensis",219281,219281,"accepted",NA,0,NA
"4452","species","Gymnogobius cylindricus","Gymnogobius cylindricus","Gymnogobius","Gobiidae","Gobiiformes","Teleostei","Gymnogobius cylindricus","Gymnogobius cylindricus",475096,475096,"accepted",NA,0,NA
"4453","species","Oxyurichthys auchenolepis","Oxyurichthys saru","Oxyurichthys","Gobiidae","Gobiiformes","Teleostei","Oxyurichthys saru","Oxyurichthys auchenolepis",273454,273464,"unaccepted",NA,0,NA
"4454","species","Hazeus otakii","Hazeus otakii","Hazeus","Gobiidae","Gobiiformes","Teleostei","Hazeus otakii","Hazeus otakii",281001,281001,"accepted",NA,0,NA
"4455","species","Zameus squamulosus","Zameus squamulosus","Zameus","Somniosidae","Squaliformes","Elasmobranchii","Zameus squamulosus","Zameus squamulosus",283206,283206,"accepted",NA,0,NA
"4456","species","Etmopterus molleri","Etmopterus molleri","Etmopterus","Etmopteridae","Squaliformes","Elasmobranchii","Etmopterus molleri","Etmopterus molleri",215603,215603,"accepted",NA,0,NA
"4457","species","Grallenia arenicola","Grallenia arenicola","Grallenia","Gobiidae","Gobiiformes","Teleostei","Grallenia arenicola","Grallenia arenicola",398641,398641,"accepted",NA,0,NA
"4458","species","Assurger anzac","Assurger anzac","Assurger","Trichiuridae","Scombriformes","Teleostei","Assurger anzac","Assurger anzac",279766,279766,"accepted",NA,0,NA
"4459","species","Rhynchobatus mononoke","Rhynchobatus mononoke","Rhynchobatus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Rhynchobatus mononoke","Rhynchobatus mononoke",1523828,1523828,"accepted",NA,0,NA
"4460","species","Setarches guentheri","Setarches guentheri","Setarches","Setarchidae","Perciformes","Teleostei","Setarches guentheri","Setarches guentheri",127258,127258,"accepted",NA,0,NA
"4461","species","Peristedion orientale","Peristedion orientale","Peristedion","Peristediidae","Perciformes","Teleostei","Peristedion orientale","Peristedion orientale",398452,398452,"accepted",NA,0,NA
"4462","species","Glyptophidium japonicum","Glyptophidium japonicum","Glyptophidium","Ophidiidae","Ophidiiformes","Teleostei","Glyptophidium japonicum","Glyptophidium japonicum",278389,278389,"accepted",NA,0,NA
"4463","species","Plectranthias ryukyuensis","Plectranthias ryukyuensis","Plectranthias","Serranidae","Perciformes","Teleostei","Plectranthias ryukyuensis","Plectranthias ryukyuensis",1494016,1494016,"accepted",NA,0,NA
"4464","species","Plectranthias kojii","Plectranthias kojii","Plectranthias","Serranidae","Perciformes","Teleostei","Plectranthias kojii","Plectranthias kojii",1547906,1547906,"accepted",NA,0,NA
"4465","species","Strongylura anastomella","Strongylura anastomella","Strongylura","Belonidae","Beloniformes","Teleostei","Strongylura anastomella","Strongylura anastomella",275977,275977,"accepted",NA,0,NA
"4466","species","Coelorinchus jordani","Coelorinchus jordani","Coelorinchus","Macrouridae","Gadiformes","Teleostei","Coelorinchus jordani","Coelorinchus jordani",280293,280293,"accepted",NA,0,NA
"4467","species","Gymnothorax melatremus","Gymnothorax melatremus","Gymnothorax","Muraenidae","Anguilliformes","Teleostei","Gymnothorax melatremus","Gymnothorax melatremus",217481,217481,"accepted",NA,0,NA
"4468","species","Chaetodon plebeius","Chaetodon plebeius","Chaetodon","Chaetodontidae","Acanthuriformes","Teleostei","Chaetodon plebeius","Chaetodon plebeius",273354,273354,"accepted",NA,0,NA
"4469","species","Forcipiger flavissimus","Forcipiger flavissimus","Forcipiger","Chaetodontidae","Acanthuriformes","Teleostei","Forcipiger flavissimus","Forcipiger flavissimus",218760,218760,"accepted",NA,0,NA
"4470","species","Gymnosarda unicolor","Gymnosarda unicolor","Gymnosarda","Scombridae","Scombriformes","Teleostei","Gymnosarda unicolor","Gymnosarda unicolor",219712,219712,"accepted",NA,0,NA
"4471","species","Gerres baconensis","Gerres baconensis","Gerres","Gerreidae","Eupercaria incertae sedis","Teleostei","Gerres baconensis","Gerres baconensis",276952,276952,"accepted",NA,0,NA
"4472","species","Etmopterus brachyurus","Etmopterus brachyurus","Etmopterus","Etmopteridae","Squaliformes","Elasmobranchii","Etmopterus brachyurus","Etmopterus brachyurus",215606,215606,"accepted",NA,0,NA
"4473",NA,NA,"Hymenocephalusatissimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4474","species","Chlamydoselachus anguineus","Chlamydoselachus anguineus","Chlamydoselachus","Chlamydoselachidae","Hexanchiformes","Elasmobranchii","Chlamydoselachus anguineus","Chlamydoselachus anguineus",105831,105831,"accepted",NA,0,NA
"4475","species","Parmaturus pilosus","Parmaturus pilosus","Parmaturus","Pentanchidae","Carcharhiniformes","Elasmobranchii","Parmaturus pilosus","Parmaturus pilosus",282165,282165,"accepted",NA,0,NA
"4476","species","Neoscopelus microchir","Neoscopelus microchir","Neoscopelus","Neoscopelidae","Myctophiformes","Teleostei","Neoscopelus microchir","Neoscopelus microchir",126635,126635,"accepted",NA,0,NA
"4477","species","Zoarchias major","Zoarchias major","Zoarchias","Stichaeidae","Perciformes","Teleostei","Zoarchias major","Zoarchias major",283220,283220,"accepted",NA,0,NA
"4478","species","Rexea nakamurai","Rexea nakamurai","Rexea","Gempylidae","Scombriformes","Teleostei","Rexea nakamurai","Rexea nakamurai",219694,219694,"accepted",NA,0,NA
"4479","species","Coelorinchus sheni","Coelorinchus sheni","Coelorinchus","Macrouridae","Gadiformes","Teleostei","Coelorinchus sheni","Coelorinchus sheni",280339,280339,"accepted",NA,0,NA
"4480","species","Eumegistus illustris","Eumegistus illustris","Eumegistus","Bramidae","Scombriformes","Teleostei","Eumegistus illustris","Eumegistus illustris",280749,280749,"accepted",NA,0,NA
"4481","species","Lutjanus sebae","Lutjanus sebae","Lutjanus","Lutjanidae","Eupercaria incertae sedis","Teleostei","Lutjanus sebae","Lutjanus sebae",218499,218499,"accepted",NA,0,NA
"4482","species","Parascolopsis akatamae","Parascolopsis akatamae","Parascolopsis","Nemipteridae","Eupercaria incertae sedis","Teleostei","Parascolopsis akatamae","Parascolopsis akatamae",1523850,1523850,"accepted",NA,0,NA
"4483","species","Stiphodon alcedo","Stiphodon alcedo","Stiphodon","Gobiidae","Gobiiformes","Teleostei","Stiphodon alcedo","Stiphodon alcedo",834959,834959,"accepted",NA,1,NA
"4484","species","Rhynchobatus djiddensis","Rhynchobatus djiddensis","Rhynchobatus","Rhinobatidae","Rhinopristiformes","Elasmobranchii","Rhynchobatus djiddensis","Rhynchobatus djiddensis",217378,217378,"accepted",NA,0,NA
"4485","species","Limnichthys nitidus","Limnichthys nitidus","Limnichthys","Creediidae","Acropomatiformes","Teleostei","Limnichthys nitidus","Limnichthys nitidus",219164,219164,"accepted",NA,0,NA
"4486","species","Awaous ocellaris","Awaous ocellaris","Awaous","Gobiidae","Gobiiformes","Teleostei","Awaous ocellaris","Awaous ocellaris",277425,277425,"accepted",NA,0,NA
"4487","species","Apolemichthys arcuatus","Apolemichthys arcuatus","Apolemichthys","Pomacanthidae","Acanthuriformes","Teleostei","Apolemichthys arcuatus","Apolemichthys arcuatus",277564,277564,"accepted",NA,0,NA
"4488","species","Aracana aurita","Aracana aurita","Aracana","Aracanidae","Tetraodontiformes","Teleostei","Aracana aurita","Aracana aurita",279676,279676,"accepted",NA,0,NA
"4489","species","Squatina japonica","Squatina japonica","Squatina","Squatinidae","Squatiniformes","Elasmobranchii","Squatina japonica","Squatina japonica",271670,271670,"accepted",NA,0,NA
"4490","species","Megalaspis cordyla","Megalaspis cordyla","Megalaspis","Carangidae","Carangiformes","Teleostei","Megalaspis cordyla","Megalaspis cordyla",218430,218430,"accepted",NA,0,NA
"4491","species","Uranoscopus japonicus","Uranoscopus japonicus","Uranoscopus","Uranoscopidae","Perciformes","Teleostei","Uranoscopus japonicus","Uranoscopus japonicus",274040,274040,"accepted",NA,0,NA
"4492","species","Lethrinus nebulosus","Lethrinus nebulosus","Lethrinus","Lethrinidae","Eupercaria incertae sedis","Teleostei","Lethrinus nebulosus","Lethrinus nebulosus",212081,212081,"accepted",NA,0,NA
"4493","species","Megachasma pelagios","Megachasma pelagios","Megachasma","Megachasmidae","Lamniformes","Elasmobranchii","Megachasma pelagios","Megachasma pelagios",281542,281542,"accepted",NA,0,NA
"4494","genus","Rhinogobius","Rhinogobius estrellae","Rhinogobius","Gobiidae","Gobiiformes","Teleostei","Rhinogobius","Rhinogobius",270737,NA,"accepted",NA,0,NA
"4495","species","Caesio teres","Caesio teres","Caesio","Caesionidae","Eupercaria incertae sedis","Teleostei","Caesio teres","Caesio teres",219996,219996,"accepted",NA,0,NA
"4496","species","Asterorhombus filifer","Asterorhombus filifer","Asterorhombus","Bothidae","Pleuronectiformes","Teleostei","Asterorhombus filifer","Asterorhombus filifer",277971,277971,"accepted",NA,0,NA
"4497","species","Psenopsis shojimai","Psenopsis shojimai","Psenopsis","Centrolophidae","Scombriformes","Teleostei","Psenopsis shojimai","Psenopsis shojimai",277904,277904,"accepted",NA,0,NA
