"","ncbi_sp","worms_match","worms_sciname","worms_aphiaid","original_aphiaid","status","unacceptreason","rank","valid_authority","kingdom","phylum","class","order","family","genus","freshwater_only","terrestrial_only","hybrid"
"6358","Aphredoderus sayanus","Aphredoderus sayanus","Aphredoderus sayanus",1026973,1026973,"accepted",NA,"species","(Gilliams, 1824)","Animalia","Chordata","Teleostei","Percopsiformes","Aphredoderidae","Aphredoderus","1","0",NA
"6359","Carapus bermudensis","Carapus bermudensis","Carapus bermudensis",158995,158995,"accepted",NA,"species","(Jones, 1874)","Animalia","Chordata","Teleostei","Ophidiiformes","Carapidae","Carapus","0","0",NA
"6360","Bassozetus zenkevitchi","Bassozetus zenkevitchi","Bassozetus zenkevitchi",272795,272795,"accepted",NA,"species","Rass, 1955","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Bassozetus","0","0",NA
"6361","Cataetyx rubrirostris","Cataetyx rubrirostris","Cataetyx rubrirostris",272767,272767,"accepted",NA,"species","Gilbert, 1890","Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Cataetyx","0","0",NA
"6362","Diplacanthopoma brachysoma","Diplacanthopoma brachysoma","Diplacanthopoma brachysoma",158994,158994,"accepted",NA,"species","Günther, 1887","Animalia","Chordata","Teleostei","Ophidiiformes","Bythitidae","Diplacanthopoma","0","0",NA
"6363","Lamprogrammus niger","Lamprogrammus niger","Lamprogrammus niger",126672,126672,"accepted",NA,"species","Alcock, 1891","Animalia","Chordata","Teleostei","Ophidiiformes","Ophidiidae","Lamprogrammus","0","0",NA
"6364","Lophius americanus","Lophius americanus","Lophius americanus",159184,159184,"accepted",NA,"species","Valenciennes, 1837","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","0","0",NA
"6365","Caulophryne jordani","Caulophryne jordani","Caulophryne jordani",126534,126534,"accepted",NA,"species","Goode & Bean, 1896","Animalia","Chordata","Teleostei","Lophiiformes","Caulophrynidae","Caulophryne","0","0",NA
"6366","Melanotaenia lacustris","Melanotaenia lacustris","Melanotaenia lacustris",1013540,1013540,"accepted",NA,"species","Munro, 1964","Animalia","Chordata","Teleostei","Atheriniformes","Melanotaeniidae","Melanotaenia","1","0",NA
"6367","Cetostoma regani","Cetostoma regani","Cetostoma regani",126406,126406,"accepted",NA,"species","Zugmayer, 1914","Animalia","Chordata","Teleostei","Beryciformes","Cetomimidae","Cetostoma","0","0",NA
"6368","Eutaeniophorus","Eutaeniophorus","Eutaeniophorus",125711,125711,"accepted",NA,"genus","Bertelsen & Marshall, 1958","Animalia","Chordata","Teleostei","Beryciformes","Cetomimidae","Eutaeniophorus","0","0",NA
"6369","Diretmoides veriginae","Diretmoides veriginae","Diretmoides veriginae",272205,272205,"accepted",NA,"species","Kotlyar, 1987","Animalia","Chordata","Teleostei","Trachichthyiformes","Diretmidae","Diretmoides","0","0",NA
"6370","Allocyttus niger","Allocyttus niger","Allocyttus niger",234810,234810,"accepted",NA,"species","James, Inada & Nakamura, 1988","Animalia","Chordata","Teleostei","Zeiformes","Oreosomatidae","Allocyttus","0","0",NA
"6371","Aptocyclus ventricosus","Aptocyclus ventricosus","Aptocyclus ventricosus",254299,254299,"accepted",NA,"species","(Pallas, 1769)","Animalia","Chordata","Teleostei","Perciformes","Cyclopteridae","Aptocyclus","0","0",NA
"6372","Emmelichthys struhsakeri","Emmelichthys struhsakeri","Emmelichthys struhsakeri",278719,278719,"accepted",NA,"species","Heemstra & Randall, 1977","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Emmelichthyidae","Emmelichthys","0","0",NA
"6373","Arcos","Arcos","Arcos",268375,268375,"accepted",NA,"genus","Schultz, 1944","Animalia","Chordata","Teleostei","Gobiesociformes","Gobiesocidae","Arcos","0","0",NA
"6374","Elops saurus","Elops saurus","Elops saurus",157875,157875,"accepted",NA,"species","Linnaeus, 1766","Animalia","Chordata","Teleostei","Elopiformes","Elopidae","Elops","0","0",NA
"6375","Megalops atlanticus","Megalops atlanticus","Megalops atlanticus",126430,126430,"accepted",NA,"species","Valenciennes, 1847","Animalia","Chordata","Teleostei","Elopiformes","Megalopidae","Megalops","0","0",NA
"6376","Oryzias marmoratus","Oryzias marmoratus","Oryzias marmoratus",1015394,1015394,"accepted",NA,"species","(Aurich, 1935)","Animalia","Chordata","Teleostei","Beloniformes","Adrianichthyidae","Oryzias","1","0",NA
"6377","Macroramphosus scolopax","Macroramphosus scolopax","Macroramphosus scolopax",127378,127378,"accepted",NA,"species","(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Syngnathiformes","Centriscidae","Macroramphosus","0","0",NA
"6378","Brama japonica","Brama japonica","Brama japonica",273148,273148,"accepted",NA,"species","Hilgendorf, 1878","Animalia","Chordata","Teleostei","Scombriformes","Bramidae","Brama","0","0",NA
"6379","Larimichthys crocea","Larimichthys crocea","Larimichthys crocea",281271,281271,"accepted",NA,"species","(Richardson, 1846)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Larimichthys","0","0",NA
"6380","Centropyge loriculus","Centropyge loriculus","Centropyge loriculus",402161,402161,"accepted",NA,"species","(Günther, 1874)","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Centropyge","0","0",NA
"6381","Neolamprologus brichardi","Neolamprologus brichardi","Neolamprologus brichardi",1012923,1012923,"accepted",NA,"species","(Poll, 1974)","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Neolamprologus","1","0",NA
"6382","Tropheus duboisi","Tropheus duboisi","Tropheus duboisi",1383570,1383570,"accepted",NA,"species","Marlier, 1959","Animalia","Chordata","Teleostei","Cichliformes","Cichlidae","Tropheus","1","0",NA
"6383","Kurtus gulliveri","Kurtus gulliveri","Kurtus gulliveri",281236,281236,"accepted",NA,"species","Castelnau, 1878","Animalia","Chordata","Teleostei","Kurtiformes","Kurtidae","Kurtus","0","0",NA
"6384","Istiophorus albicans","Istiophorus albicans","Istiophorus albicans",126949,126949,"accepted",NA,"species","(Latreille, 1804)","Animalia","Chordata","Teleostei","Carangiformes","Istiophoridae","Istiophorus","0","0",NA
"6385","Cubiceps pauciradiatus","Cubiceps pauciradiatus","Cubiceps pauciradiatus",159424,159424,"accepted",NA,"species","Günther, 1872","Animalia","Chordata","Teleostei","Scombriformes","Nomeidae","Cubiceps","0","0",NA
"6386","Tetraodon nigroviridis","Tetraodon nigroviridis","Dichotomyctere nigroviridis",1021870,275367,"unaccepted",NA,"species","(Marion de Procé, 1822)","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Tetraodon","0","0",NA
"6387","Jenkinsia lamprotaenia","Jenkinsia lamprotaenia","Jenkinsia lamprotaenia",281198,281198,"accepted",NA,"species","(Gosse, 1851)","Animalia","Chordata","Teleostei","Clupeiformes","Spratelloididae","Jenkinsia","0","0",NA
"6388","Salanx ariakensis","Salanx ariakensis","Salanx ariakensis",282651,282651,"accepted",NA,"species","Kishinouye, 1902","Animalia","Chordata","Teleostei","Osmeriformes","Salangidae","Salanx","0","0",NA
"6389","Sundasalanx mekongensis","Sundasalanx mekongensis","Sundasalanx mekongensis",1384147,1384147,"accepted",NA,"species","Britz & Kottelat, 1999","Animalia","Chordata","Teleostei","Clupeiformes","Ehiravidae","Sundasalanx","1","0",NA
"6390","Porichthys myriaster","Porichthys myriaster","Porichthys myriaster",275657,275657,"accepted",NA,"species","Hubbs & Schultz, 1939","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys","0","0",NA
"6391","Canthigaster coronata","Canthigaster coronata","Canthigaster coronata",219936,219936,"accepted",NA,"species","(Vaillant & Sauvage, 1875)","Animalia","Chordata","Teleostei","Tetraodontiformes","Tetraodontidae","Canthigaster","0","0",NA
"6392","Carpiodes carpio","Carpiodes carpio","Carpiodes carpio",890545,890545,"accepted",NA,"species","(Rafinesque, 1820)","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Carpiodes","1","0",NA
"6393","Myxocyprinus asiaticus","Myxocyprinus asiaticus","Myxocyprinus asiaticus",1389902,1389902,"accepted",NA,"species","(Bleeker, 1864)","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Myxocyprinus","1","0",NA
"6394","Hemiodopsis gracilis","Hemiodopsis gracilis","Hemiodus gracilis",1020968,1623110,"unaccepted","senior synonym","species","Günther, 1864","Animalia","Chordata","Teleostei","Characiformes","Hemiodontidae","Hemiodopsis","1","0",NA
"6395","Synodontis schoutedeni","Synodontis schoutedeni","Synodontis schoutedeni",1015138,1015138,"accepted",NA,"species","David, 1936","Animalia","Chordata","Teleostei","Siluriformes","Mochokidae","Synodontis","1","0",NA
"6396","Pimelodus pictus","Pimelodus pictus","Pimelodus pictus",1020278,1020278,"accepted",NA,"species","Steindachner, 1876","Animalia","Chordata","Teleostei","Siluriformes","Pimelodidae","Pimelodus","1","0",NA
"6397","Fundulus olivaceus","Fundulus olivaceus","Fundulus olivaceus",1021272,1021272,"accepted",NA,"species","(Storer, 1845)","Animalia","Chordata","Teleostei","Cyprinodontiformes","Fundulidae","Fundulus","1","0",NA
"6398","Xenotoca eiseni","Xenotoca eiseni","Xenotoca eiseni",1019288,1019288,"accepted",NA,"species","(Rutter, 1896)","Animalia","Chordata","Teleostei","Cyprinodontiformes","Goodeidae","Xenotoca","1","0",NA
"6399","Jordanella floridae","Jordanella floridae","Jordanella floridae",281204,281204,"accepted",NA,"species","Goode & Bean, 1879","Animalia","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae","Jordanella","0","0",NA
"6400","Percichthys trucha","Percichthys trucha","Percichthys trucha",1026863,1026863,"accepted",NA,"species","(Valenciennes, 1833)","Animalia","Chordata","Teleostei","Centrarchiformes","Percichthyidae","Percichthys","1","0",NA
"6401","Percilia irwini","Percilia irwini","Percilia irwini",1383211,1383211,"accepted",NA,"species","Eigenmann, 1928","Animalia","Chordata","Teleostei","Centrarchiformes","Perciliidae","Percilia","1","0",NA
"6402","Sillaginopsis panijus","Sillaginopsis panijus","Sillaginopsis panijus",282792,282792,"accepted",NA,"species","(Hamilton, 1822)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sillaginidae","Sillaginopsis","0","0",NA
"6403","Histiopterus typus","Histiopterus typus","Histiopterus typus",218772,218772,"accepted",NA,"species","Temminck & Schlegel, 1844","Animalia","Chordata","Teleostei","Acropomatiformes","Pentacerotidae","Histiopterus","0","0",NA
"6404","Acanthocepola krusensternii","Acanthocepola krusensternii","Acanthocepola krusensternii",278763,278763,"accepted",NA,"species","(Temminck & Schlegel, 1845)","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Cepolidae","Acanthocepola","0","0",NA
"6405","Dysalotus alcocki","Dysalotus alcocki","Dysalotus alcocki",159665,159665,"accepted",NA,"species","MacGilchrist, 1905","Animalia","Chordata","Teleostei","Scombriformes","Chiasmodontidae","Dysalotus","0","0",NA
"6406","Ichthyscopus lebeck","Ichthyscopus lebeck","Ichthyscopus lebeck",281148,281148,"accepted",NA,"species","(Bloch & Schneider, 1801)","Animalia","Chordata","Teleostei","Perciformes","Uranoscopidae","Ichthyscopus","0","0",NA
"6407","Galaxiella nigrostriata","Galaxiella nigrostriata","Galaxiella nigrostriata",1049483,1049483,"accepted",NA,"species","(Shipway, 1953)","Animalia","Chordata","Teleostei","Galaxiiformes","Galaxiidae","Galaxiella","1","0",NA
"6408","Anguilla malgumora","Anguilla malgumora","Anguilla malgumora",271706,271706,"accepted",NA,"species","Kaup, 1856","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0",NA
"6409","Anguilla celebesensis","Anguilla celebesensis","Anguilla celebesensis",271702,271702,"accepted",NA,"species","Kaup, 1856","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0",NA
"6410","Anguilla dieffenbachii","Anguilla dieffenbachii","Anguilla dieffenbachii",271703,271703,"accepted",NA,"species","Gray, 1842","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0",NA
"6411","Anguilla interioris","Anguilla interioris","Anguilla interioris",271704,271704,"accepted",NA,"species","Whitley, 1938","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0",NA
"6412","Anguilla megastoma","Anguilla megastoma","Anguilla megastoma",271707,271707,"accepted",NA,"species","Kaup, 1856","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0",NA
"6413","Anguilla mossambica","Anguilla mossambica","Anguilla mossambica",217458,217458,"accepted",NA,"species","(Peters, 1852)","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0",NA
"6414","Anguilla labiata","Anguilla labiata","Anguilla labiata",299369,299369,"accepted",NA,"species","(Peters, 1852)","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0",NA
"6415","Anguilla nebulosa","Anguilla nebulosa","Anguilla nebulosa",271708,271708,"accepted",NA,"species","McClelland, 1844","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0",NA
"6416","Anguilla obscura","Anguilla obscura","Anguilla obscura",271710,271710,"accepted",NA,"species","Günther, 1872","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0",NA
"6417","Anguilla rostrata","Anguilla rostrata","Anguilla rostrata",158562,158562,"accepted",NA,"species","(Lesueur, 1817)","Animalia","Chordata","Teleostei","Anguilliformes","Anguillidae","Anguilla","0","0",NA
"6418","Cromeria occidentalis","Cromeria occidentalis","Cromeria occidentalis",1524917,1524917,"accepted",NA,"species","Daget, 1954","Animalia","Chordata","Teleostei","Gonorynchiformes","Kneriidae","Cromeria","1","0",NA
"6419","Denticeps clupeoides","Denticeps clupeoides","Denticeps clupeoides",1013859,1013859,"accepted",NA,"species","Clausen, 1959","Animalia","Chordata","Teleostei","Clupeiformes","Denticipitidae","Denticeps","1","0",NA
"6420","Grasseichthys gabonensis","Grasseichthys gabonensis","Grasseichthys gabonensis",1013538,1013538,"accepted",NA,"species","Géry, 1964","Animalia","Chordata","Teleostei","Gonorynchiformes","Kneriidae","Grasseichthys","1","0",NA
"6421","Parakneria cameronensis","Parakneria cameronensis","Parakneria cameronensis",1017980,1017980,"accepted",NA,"species","(Boulenger, 1909)","Animalia","Chordata","Teleostei","Gonorynchiformes","Kneriidae","Parakneria","1","0",NA
"6422","Phractolaemus ansorgii","Phractolaemus ansorgii","Phractolaemus ansorgii",1016389,1016389,"accepted",NA,"species","Boulenger, 1901","Animalia","Chordata","Teleostei","Gonorynchiformes","Phractolaemidae","Phractolaemus","1","0",NA
"6423","Chitala blanci","Chitala blanci","Chitala blanci",1013496,1013496,"accepted",NA,"species","(d'Aubenton, 1965)","Animalia","Chordata","Teleostei","Osteoglossiformes","Notopteridae","Chitala","1","0",NA
"6424","Chitala lopis","Chitala lopis","Chitala lopis",1021765,1021765,"accepted",NA,"species","(Bleeker, 1851)","Animalia","Chordata","Teleostei","Osteoglossiformes","Notopteridae","Chitala","1","0",NA
"6425","Chitala ornata","Chitala ornata","Chitala ornata",1022648,1022648,"accepted",NA,"species","(Gray, 1831)","Animalia","Chordata","Teleostei","Osteoglossiformes","Notopteridae","Chitala","1","0",NA
"6426","Notopterus notopterus","Notopterus notopterus","Notopterus notopterus",281795,281795,"accepted",NA,"species","(Pallas, 1769)","Animalia","Chordata","Teleostei","Osteoglossiformes","Notopteridae","Notopterus","0","0",NA
"6427","Papyrocranus congoensis","Papyrocranus congoensis","Papyrocranus congoensis",1525439,1525439,"accepted",NA,"species","(Nichols & La Monte, 1932)","Animalia","Chordata","Teleostei","Osteoglossiformes","Notopteridae","Papyrocranus","1","0",NA
"6428","Xenomystus nigri","Xenomystus nigri","Xenomystus nigri",1020010,1020010,"accepted",NA,"species","(Günther, 1868)","Animalia","Chordata","Teleostei","Osteoglossiformes","Notopteridae","Xenomystus","1","0",NA
"6429","Gnathonemus petersii","Gnathonemus petersii","Gnathonemus petersii",1015207,1015207,"accepted",NA,"species","(Günther, 1862)","Animalia","Chordata","Teleostei","Osteoglossiformes","Mormyridae","Gnathonemus","1","0",NA
"6430","Brevimyrus niger","Brevimyrus niger","Brevimyrus niger",1015204,1015204,"accepted",NA,"species","(Günther, 1866)","Animalia","Chordata","Teleostei","Osteoglossiformes","Mormyridae","Brevimyrus","1","0",NA
"6431","Gymnarchus niloticus","Gymnarchus niloticus","Gymnarchus niloticus",1022677,1022677,"accepted",NA,"species","Cuvier, 1829","Animalia","Chordata","Teleostei","Osteoglossiformes","Gymnarchidae","Gymnarchus","1","0",NA
"6432","Trachyrincus murrayi","Trachyrincus murrayi","Trachyrincus murrayi",126481,126481,"accepted",NA,"species","Günther, 1887","Animalia","Chordata","Teleostei","Gadiformes","Macrouridae","Trachyrincus","0","0",NA
"6433","Pseudaspius leptocephalus","Pseudaspius leptocephalus","Pseudaspius leptocephalus",1023018,1023018,"accepted",NA,"species","(Pallas, 1776)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Pseudaspius","1","0",NA
"6434","Xenocypris argentea","Xenocypris argentea","Xenocypris macrolepis",1015911,1020760,"unaccepted","ambiguous synonym","species","Bleeker, 1871","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Xenocypris","1","0",NA
"6435","Chanodichthys mongolicus","Chanodichthys mongolicus","Chanodichthys mongolicus",1020530,1020530,"accepted",NA,"species","(Basilewsky, 1855)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Chanodichthys","1","0",NA
"6436","Olisthops cyanomelas","Olisthops cyanomelas","Olisthops cyanomelas",319734,319734,"accepted",NA,"species","Richardson, 1850","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Odacidae","Olisthops","0","0",NA
"6437","Alosa alosa","Alosa alosa","Alosa alosa",126413,126413,"accepted",NA,"species","(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Alosa","0","0",NA
"6438","Dorosoma petenense","Dorosoma petenense","Dorosoma petenense",276310,276310,"accepted",NA,"species","(Günther, 1867)","Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Dorosoma","0","0",NA
"6439","Ethmalosa fimbriata","Ethmalosa fimbriata","Ethmalosa fimbriata",280725,280725,"accepted",NA,"species","(Bowdich, 1825)","Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Ethmalosa","0","0",NA
"6440","Etrumeus micropus","Etrumeus micropus","Etrumeus micropus",217442,217442,"accepted",NA,"species","(Temminck & Schlegel, 1846)","Animalia","Chordata","Teleostei","Clupeiformes","Dussumieriidae","Etrumeus","0","0",NA
"6441","Ilisha africana","Ilisha africana","Ilisha africana",281158,281158,"accepted",NA,"species","(Bloch, 1795)","Animalia","Chordata","Teleostei","Clupeiformes","Pristigasteridae","Ilisha","0","0",NA
"6442","Sardinella maderensis","Sardinella maderensis","Sardinella maderensis",126423,126423,"accepted",NA,"species","(Lowe, 1838)","Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Sardinella","0","0",NA
"6443","Chrosomus eos","Chrosomus eos","Chrosomus eos",567541,567541,"accepted",NA,"species","Cope, 1861","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Chrosomus","1","0",NA
"6444","Capros aper","Capros aper","Capros aper",127419,127419,"accepted",NA,"species","(Linnaeus, 1758)","Animalia","Chordata","Teleostei","Acanthuriformes","Caproidae","Capros","0","0",NA
"6445","Trixiphichthys weberi","Trixiphichthys weberi","Trixiphichthys weberi",283059,283059,"accepted",NA,"species","(Chaudhuri, 1910)","Animalia","Chordata","Teleostei","Tetraodontiformes","Triacanthidae","Trixiphichthys","0","0",NA
"6446","Kentrocapros aculeatus","Kentrocapros aculeatus","Kentrocapros aculeatus",278931,278931,"accepted",NA,"species","(Houttuyn, 1782)","Animalia","Chordata","Teleostei","Tetraodontiformes","Aracanidae","Kentrocapros","0","0",NA
"6447","Anoplocapros lenticularis","Anoplocapros lenticularis","Anoplocapros lenticularis",277923,277923,"accepted",NA,"species","(Richardson, 1841)","Animalia","Chordata","Teleostei","Tetraodontiformes","Aracanidae","Anoplocapros","0","0",NA
"6448","Balistes vetula","Balistes vetula","Balistes vetula",127397,127397,"accepted",NA,"species","Linnaeus, 1758","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Balistes","0","0",NA
"6449","Acanthaluteres brownii","Acanthaluteres brownii","Acanthaluteres brownii",279462,279462,"accepted",NA,"species","(Richardson, 1846)","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Acanthaluteres","0","0",NA
"6450","Amanses scopas","Amanses scopas","Amanses scopas",212242,212242,"accepted",NA,"species","(Cuvier, 1829)","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Amanses","0","0",NA
"6451","Meuschenia hippocrepis","Meuschenia hippocrepis","Meuschenia hippocrepis",277613,277613,"accepted",NA,"species","(Quoy & Gaimard, 1824)","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Meuschenia","0","0",NA
"6452","Nelusetta ayraudi","Nelusetta ayraudi","Nelusetta ayraud",281648,314995,"unaccepted",NA,"species","(Quoy & Gaimard, 1824)","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Nelusetta","0","0",NA
"6453","Oxymonacanthus longirostris","Oxymonacanthus longirostris","Oxymonacanthus longirostris",220063,220063,"accepted",NA,"species","(Bloch & Schneider, 1801)","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Oxymonacanthus","0","0",NA
"6454","Pseudomonacanthus peroni","Pseudomonacanthus peroni","Pseudomonacanthus peroni",278085,278085,"accepted",NA,"species","(Hollard, 1854)","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Pseudomonacanthus","0","0",NA
"6455","Scobinichthys granulatus","Scobinichthys granulatus","Scobinichthys granulatus",282705,282705,"accepted",NA,"species","(White, 1790)","Animalia","Chordata","Teleostei","Tetraodontiformes","Monacanthidae","Scobinichthys","0","0",NA
"6456","Pellonula vorax","Pellonula vorax","Pellonula vorax",282187,282187,"accepted",NA,"species","Günther, 1868","Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Pellonula","0","0",NA
"6457","Pellonula leonensis","Pellonula leonensis","Pellonula leonensis",282186,282186,"accepted",NA,"species","Boulenger, 1916","Animalia","Chordata","Teleostei","Clupeiformes","Dorosomatidae","Pellonula","0","0",NA
"6458","Cobitis takatsuensis","Cobitis takatsuensis","Cobitis takatsuensis",1013192,1013192,"accepted",NA,"species","Mizuno, 1970","Animalia","Chordata","Teleostei","Cypriniformes","Cobitidae","Cobitis","1","0",NA
"6459","Leucaspius delineatus","Leucaspius delineatus","Leucaspius delineatus",154321,154321,"accepted",NA,"species","(Heckel, 1843)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Leucaspius","0","0",NA
"6460","Onychostoma barbatulum","Onychostoma barbatulum","Onychostoma barbatulum",1016344,1016344,"accepted",NA,"species","(Pellegrin, 1908)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Onychostoma","1","0",NA
"6461","Enteromius callipterus","Enteromius callipterus","Enteromius callipterus",1526108,1526108,"accepted",NA,"species","(Boulenger, 1907)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Enteromius","1","0",NA
"6462","Enteromius guirali","Enteromius guirali","Enteromius guirali",1467117,1467117,"accepted",NA,"species","(Thominot, 1886)","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Enteromius","1","0",NA
"6463","Gila conspersa","Gila conspersa","Gila conspersa",1261508,1261508,"accepted",NA,"species","Garman, 1881","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Gila","1","0",NA
"6464","Ictiobus bubalus","Ictiobus bubalus","Ictiobus bubalus",1022862,1022862,"accepted",NA,"species","(Rafinesque, 1818)","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Ictiobus","1","0",NA
"6465","Moxostoma congestum","Moxostoma congestum","Moxostoma congestum",1021624,1021624,"accepted",NA,"species","(Baird & Girard, 1854)","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Moxostoma","1","0",NA
"6466","Maulisia mauli","Maulisia mauli","Maulisia mauli",126742,126742,"accepted",NA,"species","Parr, 1960","Animalia","Chordata","Teleostei","Alepocephaliformes","Platytroctidae","Maulisia","0","0",NA
"6467","Jenkinsia","Jenkinsia","Jenkinsia",269531,269531,"accepted",NA,"genus","Jordan & Evermann, 1896","Animalia","Chordata","Teleostei","Clupeiformes","Spratelloididae","Jenkinsia","0","0",NA
"6468","Arapaima gigas","Arapaima gigas","Arapaima gigas",1042347,1042347,"accepted",NA,"species","(Schinz, 1822)","Animalia","Chordata","Teleostei","Osteoglossiformes","Arapaimidae","Arapaima","1","0",NA
"6469","Heterotis niloticus","Heterotis niloticus","Heterotis niloticus",581703,581703,"accepted",NA,"species","(Cuvier, 1829)","Animalia","Chordata","Teleostei","Osteoglossiformes","Arapaimidae","Heterotis","1","0",NA
"6470","Hiodon tergisus","Hiodon tergisus","Hiodon tergisus",590492,590492,"accepted",NA,"species","Lesueur, 1818","Animalia","Chordata","Teleostei","Hiodontiformes","Hiodontidae","Hiodon","1","0",NA
"6471","Genyomyrus donnyi","Genyomyrus donnyi","Genyomyrus donnyi",1019138,1019138,"accepted",NA,"species","Boulenger, 1898","Animalia","Chordata","Teleostei","Osteoglossiformes","Mormyridae","Genyomyrus","1","0",NA
